	Saponin	Thaumarchaeota	Methanomicrobia	unidentified_AC1	ABS-6	JG37-AG-4	AT-s2-57	AT-s54	Acidobacteria-5	Acidobacteria-6	Acidobacteriia	BPC102	DA052	EC1113	Holophagae	OS-K	PAUC37f	RB25	S035	Solibacteres	Sva0725	TM1	[Chloracidobacteria]	iii1-8	unclassified_Acidobacteria	unidentified_Acidobacteria	Acidimicrobiia	Actinobacteria	Coriobacteriia	KIST-JJY010	MB-A2-108	Nitriliruptoria	OPB41	Rubrobacteria	Thermoleophilia	unclassified_Actinobacteria	unidentified_Actinobacteria	0319-6E2	Armatimonadia	Chthonomonadetes	SJA-176	[Fimbriimonadia]	unidentified_BHI80-139	NPL-UPA2	PRR-11	BME43	Bacteroidia	Cytophagia	Flavobacteriia	Sphingobacteriia	VC2_1_Bac22	[Rhodothermi]	[Saprospirae]	unclassified_Bacteroidetes	unidentified_CD12	OP5	Caldithrixae	Chlamydiia	BSV26	Chlorobia	Ignavibacteria	OPB56	SJA-28	unidentified_Chlorobi	Anaerolineae	C0119	Chloroflexi	Dehalococcoidetes	Ellin6529	Gitt-GS-136	Ktedonobacteria	P2-11E	S085	SAR202	SHA-26	TK10	TK17	Thermomicrobia	unclassified_Chloroflexi	unidentified_Chloroflexi	4C0d-2	Chloroplast	Gloeobacterophycideae	ML635J-21	Nostocophycideae	Oscillatoriophycideae	Synechococcophycideae	unclassified_Cyanobacteria	unidentified_Cyanobacteria	Deferribacteres	Elusimicrobia	Endomicrobia	unidentified_Elusimicrobia	Fibrobacteria	TG3	AHT28	Bacilli	Clostridia	Erysipelotrichi	unclassified_Firmicutes	Fusobacteriia	unidentified_GAL15	3BR-5F	BB34	BD1-5	GKS2-174	GN07	IIB17	SBYW_2184	unidentified_GN02	GN15	unidentified_GN04	Gemm-1	Gemm-2	Gemm-3	Gemm-4	Gemm-5	Gemm-6	Gemmatimonadetes	JL-ETNP-Z39	unidentified_Gemmatimonadetes	unidentified_H-178	WM88	unidentified_KSB3	unidentified_Kazan-3B-28	unidentified_LD1	[Lentisphaeria]	unidentified_MVP-21	12-24	wb1-A12	TSBW08	unidentified_NKB19	Nitrospira	ABY1	Mb-NB09	SM2F11	ZB2	unclassified_OD1	unidentified_OD1	MSBL6	[Acetothermia]	OP11-1	OP11-3	OP11-4	WCHB1-64	unidentified_OP11	BD4-9	PBS-25	koll11	OP8_1	OP8_2	SAW1_B6	unidentified_OP8	JS1	OPB46	unidentified_PAUC34f	028H05-P-BN-P5	BD7-11	C6	ODP123	OM190	Phycisphaerae	Pla3	Planctomycetia	[Brocadiae]	unclassified_Planctomycetes	unidentified_Planctomycetes	vadinHA49	Alphaproteobacteria	Betaproteobacteria	Deltaproteobacteria	Epsilonproteobacteria	Gammaproteobacteria	TA18	Zetaproteobacteria	unclassified_Proteobacteria	unidentified_Proteobacteria	AB16	EC214	VHS-B5-50	unidentified_SBR1093	unidentified_SC4	unidentified_SR1	Spirochaetes	[Brachyspirae]	[Leptospirae]	Synergistia	unidentified_TA06	F38	SBRH58	SJA-4	unclassified_TM6	unidentified_TM6	MJK10	SC3	TM7-1	TM7-3	unclassified_TM7	unidentified_TM7	CK-1C4-19	Mollicutes	RF3	unidentified_Tenericutes	Thermotogae	Opitutae	Verruco-5	Verrucomicrobiae	[Methylacidiphilae]	[Pedosphaerae]	[Spartobacteria]	unclassified_Verrucomicrobia	unidentified_Verrucomicrobia	unidentified_WPS-2	Kazan-3B-09	SHA-109	PRR-12	unidentified_WS4	unidentified_WS5	B142	SC72	unclassified_WS6	unidentified_WS6	[Cloacamonae]	BS119	unidentified_ZB3	KSB1	Deinococci	unclassified_Bacteria	unidentified_Bacteria
17	1.3	0.166666667	0	0	0	0	2.666666667	0	0	21	0	0.166666667	0	0	0	20	0	0	0	2.166666667	71.16666667	0	0.166666667	0	0	0.333333333	7959.166667	384.8333333	6.666666667	0	0.5	3.166666667	7.666666667	0	22	0.333333333	0	0	0	0	0	0	0	0.5	1.5	0.5	8	31.83333333	3562.833333	0.833333333	1.5	0	88.83333333	0.333333333	0	0	0	13.66666667	0	0	0.666666667	0	0	0	413.1666667	0	0	0	123.5	1.333333333	0	0	1.166666667	0	0	0	0	2	0	0	8.333333333	524.3333333	0.166666667	0	2.333333333	29	16.33333333	0	0	0	0	0	0	0	0	0	117.8333333	218.5	0.333333333	0	3.166666667	0	0.333333333	0	0.5	0	0	0	0	0	0	0	0	3.5	0	18.33333333	0	0	0.333333333	0	0	0	0	3.166666667	0	0	0.166666667	0	0	0	0	0	1.333333333	0.5	0	4.5	1	0	11.83333333	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	36.83333333	0	1.833333333	3.666666667	0.166666667	23.16666667	0	0	3.333333333	0.166666667	14283.5	474.1666667	5447.833333	579.8333333	6930.666667	40.66666667	0	17.16666667	0.5	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0.5	35.16666667	0	0	0	0	302.6666667	0.833333333	0	2.166666667	0	39.66666667	0	2.5	0	8.833333333	4	822.8333333	0	1.333333333	0	0	0	2.833333333	0	0	2	0	2	1.333333333	2.666666667	0	0.333333333	0	0.166666667	0	0	56.66666667	12	5.666666667
18	1.3	0	0	0	0	0	3.75	0	0	27	12.5	5.25	1	0	0	77.5	0	3.75	0	7.25	68.25	0	2.5	0	0	1.75	5913.75	335.5	0.75	0	0	1.5	8.5	0.5	34	0	0	2.25	0	0	0	0	0	0	0.75	0.75	63.75	78.25	4939.75	2.75	0	2.25	145.75	0.5	0	0	0	12.75	0	0	1.5	0	0	0.75	632.5	0	0	0	131.25	0.25	1	0	0	0	0	0.75	0	1.5	0	0	13.75	232	0.25	0	4	8	14	0.25	0	0.25	1.25	0	0	0	0.75	0	76.75	93.75	1	0	23.75	0	0	0	0.5	0	0	0	0	0	0	0	2.5	10.25	0	52	0	0	4	0	0	0	0	8.5	0	0	0.5	0	0	0	0	0	3	0	0	4.5	2.5	0	14.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37.75	0	14.5	11.25	0	0.75	0	0	7.25	2.25	12750	301	4974.25	450.25	9664.75	24.25	0	38.5	0.75	0	0	0	0	0	0	0.5	0	0	0	0	0	0.75	16.75	0	0	0	0.5	176.5	0.25	0.25	1	0	218.5	0	1.75	0	35.75	13	912.75	0	6	2.5	0	1.25	7.5	0	0	18.25	0	1.25	1.5	0.75	0	0	0	0	0	0	28.5	29.5	20.75
19	1.41	0	0	0	0	0	2	0	0	23.16666667	0.166666667	0.666666667	0	0	0	56	0	2	0	0.5	45.5	0	1.333333333	0.833333333	0	1.333333333	5879	369.8333333	0.833333333	0	0.5	2.833333333	8.833333333	1.5	37.66666667	0.666666667	0	0	0	0	0	0.333333333	0	0.333333333	0.833333333	0.333333333	30.16666667	60.66666667	4298.833333	2	0	0	80	2	0	0	0	16.33333333	0	0	1.333333333	0	0	0	770.5	0	0.5	0	157.8333333	1.333333333	0	0	0	0	0	0	0.666666667	2.666666667	0	0	15.16666667	260.5	0.333333333	0	6.333333333	18	10.33333333	0	0	0.333333333	0	0	0	0.5	0.333333333	0	163.6666667	141	1.333333333	0	24.83333333	0	0	0	0	0	0	0	0	0	0	0	0	10	0	30.83333333	0	0	0.5	0	0	0	0	5.833333333	0	0.666666667	0.5	0	0	0	0	0	1.5	0.666666667	0	3.833333333	0.833333333	0.166666667	13.66666667	0	0	0	0.333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43.66666667	0	21.33333333	27.66666667	0.5	2.5	0.166666667	0	10.83333333	0.166666667	11775.83333	365.6666667	5426	427.8333333	10560	23.66666667	0	32.5	0.166666667	0	0	1.666666667	0	0	0	0.5	0	0	0	0	0	0.833333333	24	0	0.166666667	0	0	213.8333333	2.666666667	0	1.333333333	0	49.83333333	0	1.166666667	0	101.5	27.33333333	1031.833333	0	6.333333333	0.166666667	0	0	7.333333333	0	0	10.5	0	3	0.833333333	3.666666667	0	0	0	0	0.333333333	0	59.5	20.5	8.833333333
20	1.4	0	0	0	0	0	4.5	0	0	20.66666667	0	1.166666667	0	0	0	31	0	0.833333333	0	0	55	0	0.333333333	0	0	1	7617.833333	227.1666667	0.333333333	0	0	5	8.5	1	46.16666667	0.666666667	0	0	0	0	0	1.833333333	0	0	0	0.166666667	24.33333333	47.83333333	4641.666667	7.5	0	0.5	226.3333333	1	0	0	0	23	0	0	0.833333333	0.333333333	0	0	633	0	0	0	91.83333333	0.5	0	0	0	0.666666667	0	0	0.833333333	2.333333333	0	0	13	480.5	2	6.5	2.166666667	33.83333333	18.83333333	0	0	0	0.166666667	0	0	0.333333333	0.166666667	0	62.16666667	48.66666667	0.333333333	0	6.333333333	0	0	0	1	0.333333333	0	0	0	0	0	0	0.333333333	6.333333333	0.5	21	0	0	0.333333333	0	0	0	0	3.333333333	0	0.166666667	0.333333333	0	0	0	0	0	1.166666667	1.166666667	0	5.833333333	1.833333333	0	7.833333333	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	65.5	0	6.666666667	12.83333333	0	2.666666667	0	0	5	0.166666667	15309.83333	499.5	5054.833333	431.1666667	5490.333333	11.33333333	0	21.5	0.333333333	0.166666667	0.166666667	0	0	0	0.333333333	0.333333333	0.666666667	0	0	0	0	2	21.16666667	0	0	0	0	320.8333333	0.333333333	0	3.166666667	0	22.16666667	0	3	0	25	13	984.5	0	1.5	0.166666667	0	0	3.5	0	0.333333333	9.666666667	0	2.166666667	1.666666667	4.166666667	0	0	0	0	0	0	61.66666667	16.83333333	7.333333333
21	1.26	0	0	0	0	0	5	0	0	48.66666667	0	8.333333333	0	0	0	89.66666667	0	1	0	0.666666667	81	0	0	0	0	1.666666667	9452.666667	407	0	0	0	2	4	0.666666667	41.66666667	0	0	0	0	0	0	0	0	0	1	0	36.33333333	77.33333333	3329.333333	0.333333333	0	0.333333333	56.33333333	0	0	0	0	9.333333333	1.666666667	0	0.666666667	0	0	0	636.6666667	0	0	0	121	2.333333333	0	0	0.333333333	0	0	0	0	0	0	0	12.33333333	180.3333333	0	0	2	0.666666667	10	0	0	0	0	0	0	0	0	0	61	68.33333333	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0.666666667	39	0	65	0.333333333	0	0.333333333	0	0	0	0	10.66666667	0	0	0	0	0	0	0	0	0	2.666666667	0	3.666666667	0	0	11.66666667	0	0	0	0	0	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	10.66666667	7	0.666666667	2.666666667	0	0	6	0	10083	237.3333333	6957.333333	367.3333333	9032	14.66666667	0	23	0.666666667	0	0.666666667	0.666666667	0	0	0	0	0	0	0	0	0	2.333333333	16.33333333	0	0	0	0	315	0.666666667	0	3.666666667	0	8	0	5.666666667	0	26	17	689.6666667	0	2.666666667	0	0	0	1.666666667	0	0	33	0	0.333333333	2	4.666666667	0	0	0	0	0	0	15.33333333	20.66666667	6.333333333
22	1.41	0	0	0	0	0	0.333333333	0	0	19.33333333	0	2.666666667	0	0	0	48.66666667	0	1.333333333	0	0	41.33333333	0	0	0	0	0.666666667	5860	342.6666667	6	0	0	0.666666667	5	0.666666667	25.66666667	0	0	0	0	0	0	0	0	0.666666667	0.333333333	2	37.33333333	100	3679.333333	3	2	1.666666667	74.33333333	1	0	0	0	26.33333333	0	0	0.666666667	1.333333333	0	0	684.3333333	0	0	0	119.3333333	0	0	0	0	0	0	0.333333333	0	4	0	0	19	440.3333333	0	0	6.666666667	7	22.33333333	0	0	0	0	0	0	0	0	0	169	149.3333333	0.666666667	0	12.33333333	0	0	0	0	0	0	0	0	0	0	0	0	6.333333333	0	27.33333333	0	0	0	0	0	0	0	7.333333333	0	0	0	0	0	0	0	0	0	1.333333333	0	6.666666667	1	0	10.66666667	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	48.33333333	0	10.33333333	10.33333333	0	3.333333333	0	0	10	0	10931.66667	358.6666667	5611.666667	589.6666667	11270.66667	13.33333333	0	29.66666667	0.666666667	0	1	0	0	0	0	0	0	0	0	0	0	1.333333333	30	0	0	0	0	213.6666667	0.666666667	0	3	0	121.3333333	0	2.666666667	0	195	19.33333333	1282.333333	0	10.66666667	0	0	0	9.333333333	0	0	4	0	4.333333333	4	4.666666667	0	0	0	0	0	0	44	26.66666667	24
23	1.37	0	0	0	0	0	2.625	0	0	41.125	0	0.125	0.25	0	0	11.625	0	0.25	0	3.125	32.25	0	0.5	0	0.375	0.25	2111.5	491.25	1	0	0	0.125	9.5	1.75	36.375	0	0	0	0	0	0	1.375	0	0.375	3	0.125	37.125	73	5995.375	15	0.625	1.5	161.125	1.5	0	0	0	37.125	0	0	0.75	0.625	0	0	196.75	0	0	0.625	80	0.875	0	0	0	0.625	0.25	0	0.75	2.125	0	0	57.125	439.125	0	12.75	0	7.5	12.75	0	0	0	0.125	0	0	0.25	0.625	0	90.375	122.125	0.5	0	24.75	0	1	0	2.875	0	0.125	0	0	0.25	0	0	0.625	1.5	0	35.5	0.125	0	1.375	0	0	0	0	6.375	0	0	0.5	0	0	0	0	0.125	0	0.5	0	15.75	8.375	0.875	11.5	0	0	0	0	0	1.25	0	0	0	0.125	0	0	0	0	0	0	0	0.125	0.125	44	0	6.5	23.375	0	2	0	0	1.25	0.125	14250.625	724.875	2999.75	2510.625	9091.375	177	0.125	19.625	0.25	0.125	0.375	0.25	0	0	0.25	2	2.75	3.375	0	0	0	5.25	34	0	0.625	0	0.25	116.875	1	0.25	2.125	0	368	0	0.5	0	65.125	25	1901	0.25	0.625	1.125	0	0	20.625	0	0	0.125	0	3.25	1.375	2.375	0	0	0	0	0	0	102.625	139.875	6.5
24	1.33	0	0	0	0.666666667	1.5	2	0	0	41.33333333	0.166666667	0.5	0.166666667	0	0.333333333	17.5	0	1.666666667	0	0.833333333	22.66666667	0	0.5	0	0	1	2102.5	513	0	0	0.333333333	0.166666667	6.5	0.833333333	39.33333333	0	0	0	0	0	0	0	0	0.333333333	6	0.5	48	124.6666667	6799.666667	8.333333333	0	1.833333333	118.6666667	2	0	0	0	16.5	0	0	1	0	0.166666667	0	117	0	0	0	93.16666667	1.166666667	0.833333333	0	0	0	0	0	0	2.5	0	0	21.66666667	413.8333333	0	5	0	9.666666667	10.33333333	0	0	0	0.666666667	0	0	0	0	0	152.8333333	214.6666667	1.833333333	0	51.83333333	0.166666667	0.166666667	0	6.333333333	0	0.333333333	0	0	0.166666667	0	0	0.666666667	1.333333333	0.166666667	34.83333333	1.666666667	0	1.5	0	0	0.166666667	0	4.333333333	0	0	1.666666667	0	0	0	0	0.166666667	0.666666667	0.333333333	0	10.33333333	6.166666667	0	5.666666667	0	0	0	0	0	0.833333333	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	15.16666667	0	7	38	0	1.166666667	0	0	3.166666667	0.666666667	11601.5	569.6666667	2704.166667	2452.333333	12516.66667	255	0	31.66666667	0	0	0	0.166666667	0	0	0	2.166666667	0.166666667	0	0	0	0	4	31.66666667	0	3.166666667	0	0	125.8333333	0.166666667	0	1.666666667	0	118.8333333	0	1.333333333	0	177.3333333	17.66666667	1022.333333	0	1.333333333	0	0	0.333333333	12.5	0	0	2.666666667	0	1.833333333	2	0	0	0	0	0	0	0	63	23.33333333	5.333333333
25	1.09	0	0	0	0	0.5	0.666666667	1.166666667	0	22.16666667	2.166666667	0.333333333	1.666666667	0	0	13.66666667	0	0.833333333	0	6.666666667	24.16666667	0	1.333333333	0.333333333	0	1.166666667	1790.5	466.3333333	0.166666667	0	0	0.166666667	2.5	0.666666667	25.66666667	0	0	0	0	0	0	0.166666667	0	0.166666667	3.5	1.333333333	119.3333333	91.66666667	7076.166667	17.16666667	2.333333333	0.333333333	389.8333333	2.166666667	0	0	0	29.83333333	0	0	1	0.333333333	3	0	136.1666667	0	0	0	59.16666667	0.5	0	0	0.166666667	0.333333333	0	0	0.166666667	2.333333333	0	0	49	385.6666667	0	10.66666667	0	8.666666667	19	0	0	0	2.833333333	0	0	0.166666667	1.666666667	0	313.8333333	161.6666667	5.166666667	0	17.33333333	0	0.833333333	0	4.666666667	0	0	0.166666667	0	0	0	0	1.666666667	1.833333333	0	25.33333333	1.333333333	0	0.166666667	0	0	0	0	1.333333333	0	0	2.833333333	0	0	0	0	0	1	0.166666667	0	22.83333333	13.33333333	0	5.333333333	0	0	0	0	0	0	0.666666667	0	0	0	0.166666667	0	0	0	0	0	0	0	0	29.83333333	0	7.166666667	53	0.5	4.833333333	0	0	1.5	0.333333333	13121.5	1360.833333	2164.833333	1962.333333	10792.5	159.6666667	0	21.66666667	0.5	0	0	2.833333333	0	0	0	1.666666667	1.333333333	0	0	0	0	2	36.83333333	0	1	0	0	128.8333333	3.166666667	0	0.833333333	0	33.33333333	0	0	0	68.5	27.66666667	1305.833333	0	0.166666667	0	0	0	15.66666667	0	0	1.666666667	0	3	1.5	0.666666667	0	0	0	0	0	0	95.5	94	4.666666667
26	1.06	0	0	0	0	0	1.333333333	0	0	37.66666667	0	0	0	0	0	15.33333333	0	3	0	0.666666667	20.33333333	0	0.333333333	0	0	0.333333333	1898.666667	612.6666667	0.666666667	0	0.666666667	0	6.333333333	0.666666667	55.66666667	0.666666667	0	0	0	0	0	0	0	0.666666667	3.333333333	4.333333333	48	175.6666667	7598	45.33333333	2.333333333	1	186.3333333	5.666666667	0	0	0	18	0	0	1.333333333	0	0	0	178.6666667	0	0	0	93.66666667	0	0.333333333	0.333333333	0.333333333	0	0	0.333333333	0	2	0	0	20.66666667	548.6666667	0	3	0	6.666666667	7.666666667	0	0	0	0	0	0	0	1.333333333	0	141	1001.666667	0.666666667	0	160.3333333	0	0	0	1.666666667	0	0.333333333	0	0	0	0	0	0	3	0	30.66666667	0	0	0	0	0	0.333333333	0	6.666666667	0	0	5.666666667	0	0	0	0	0	0.333333333	0.666666667	0	11.33333333	1.333333333	1	5.666666667	0	0	0	1.333333333	0	0.666666667	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	20.66666667	0	7.333333333	43.66666667	1.666666667	0	0	0	2	0	11247.33333	550	2546	2867.666667	11175.66667	206.3333333	0	18.66666667	0	0	0	1.666666667	0	0	0	4.666666667	2.333333333	0	0	0	0	4.333333333	35.66666667	0	0.666666667	0	0	106.6666667	2.333333333	0.333333333	2.666666667	0	45.33333333	0	0	0	87.66666667	42.66666667	747.3333333	0	1	0	0	0	12	0	0	2.333333333	0	2.333333333	1	0.666666667	0	1	0	0	0	0	57.33333333	19.33333333	19.33333333
27	1.07	0	0	0	0	0.333333333	4.666666667	0.333333333	0	31.33333333	0	0.333333333	0	0	0	22.66666667	0	0.666666667	0	1	16.33333333	0	0	0	0	0.333333333	1796	368.3333333	0	0	0	0	6	1.666666667	28.66666667	0	0	0	0	0	0	0.333333333	0	1.666666667	8	0	38.66666667	101.3333333	9033	11	0	3	138	2.333333333	0	0.333333333	0	22	0	0	0	1.333333333	0	0	130.6666667	0	0	0	54	0	1.333333333	0	2.666666667	0	0	0	0	3.333333333	0	0	18.66666667	273	0	8.666666667	0	4.666666667	7.333333333	0	0	0	0	0	0	0	0.333333333	0	71	92	2.333333333	0	34.66666667	0	0	0	3.666666667	0	1.333333333	0	0	0.333333333	0	0	0	1	0	43.33333333	0.333333333	0	0	0	0	0	0	3.333333333	0	0	1.333333333	0	0	0	0	0.333333333	0	0	0	6.666666667	30	0	4	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8.666666667	37.66666667	0	2	0	0	0.333333333	0	12434.66667	396.3333333	2286.333333	1898.666667	11195.33333	287.3333333	0	25.66666667	0	1	0	2	0	0	0	4.666666667	1	0	0	0	0	4	22	0	2.333333333	0	0	101.6666667	1	0	2.333333333	0	56.33333333	0	0.666666667	0	97	13.66666667	1410	0	1.333333333	0	0	0	19	0	0	1.666666667	0	3	0	2	0	0.666666667	0	0	0	0	43.66666667	41.66666667	3
28	1.13	0	0	0	0	0	0.333333333	0	0	12.66666667	0	0.666666667	0	0	0	18.33333333	0	0	0	0	15.66666667	0	0	0	0	0	1101	216	0.666666667	0	0	0	0.666666667	0.666666667	64.66666667	0	0	0	0	0	0	0	0	0	4.333333333	1.333333333	45	105	10822	36.66666667	0	3	195.3333333	4.666666667	0	0	0	16.66666667	0	0	0.333333333	5.666666667	0	0	91.66666667	0	0	0	24	0.333333333	0	0	0.666666667	0	0	0	1.333333333	0.666666667	0	0	16.33333333	186	0	64.33333333	0.333333333	2	3	0	0	0	0	0	0	0	1.333333333	0	51.33333333	99	0	0	14.33333333	0	2	0	9	0	1	0	0	2	0	0	0	0.666666667	0	19.66666667	0.333333333	0	0	0	0	0	0	2.333333333	0	0	0	0	0	0	0	0.333333333	2.666666667	0.666666667	0	7	69.66666667	0	3.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	19.66666667	26	0	1	0	0	1.333333333	0.666666667	14069.66667	429	1825.333333	2686.666667	8585.666667	126.6666667	0	27.33333333	0	2.333333333	0.333333333	1.333333333	0	0	0.333333333	5	24	0	1	0	0	3.333333333	14.33333333	0	0	0	0.333333333	56	1	0	2.333333333	0	43.66666667	0	0.333333333	0	72.66666667	8.333333333	1315.666667	0.333333333	0	0	0	0	17.66666667	0	0	0.666666667	0	1	1	0.666666667	0	0	0	0	0	0	30	97.33333333	8
29	1.08	0	0	0	0	0	3.666666667	0.333333333	0	32	0	0.833333333	0	0	0	15.66666667	0	3.5	0	0.833333333	24.83333333	0	0.833333333	0	0	1.5	2426.333333	494.3333333	0	0	0.166666667	0	12.16666667	1.666666667	40.66666667	0	0	0	0	0	0	0.333333333	0	0.666666667	2.666666667	1.5	29.5	154.1666667	5394.666667	5.333333333	0	0.5	134.8333333	0.5	0	0	0	45.33333333	0	0	0.833333333	0	0	0	189.8333333	0	0	0	83.5	0.333333333	0.666666667	0	0	0	0	0.333333333	0	1	0	0	47.66666667	495.5	0	0	0.833333333	5.166666667	14.33333333	0	0	0	2.333333333	0	0	0	0.833333333	0	111.5	451.5	0.333333333	0.166666667	24.16666667	0	0	0.833333333	1.5	0	0.166666667	0	0	0	0	0	0.333333333	3	0	44.66666667	0.166666667	0	0	0	0	0	0	6.833333333	0	0	2.666666667	0.833333333	0	0	0	0.666666667	1.666666667	0	0	17.5	5.5	0.166666667	9.333333333	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0	31.5	0	7.5	48	0.333333333	1.666666667	0	0	1.5	0.833333333	14459.83333	595.3333333	3078	2451.833333	8847.5	221	0	26.16666667	0.333333333	0	0	2.333333333	0	0	0.5	1.5	1.333333333	0	0	0	0	7.5	50.16666667	1.166666667	0.333333333	0	0	162	1	0	5.333333333	0	171.8333333	0	1.333333333	0	83	45.5	2019.166667	0.833333333	0.166666667	0.5	0	0	36.5	0.333333333	0.333333333	1.5	0	1.166666667	0.833333333	2.5	0.166666667	0.166666667	0	1	0	0	106.6666667	26.33333333	10.16666667
30	2.32	0	0	0	0	0	1.857142857	0	0	67	0	0	0	0	0	20.42857143	0	0	0	1	82.71428571	0	0	0	0	0.714285714	1137	269.4285714	0.428571429	0	0.571428571	0.857142857	2.285714286	2.857142857	47.71428571	0	0	0	0	0	0	0.428571429	0	0	0	0.571428571	8.428571429	9.857142857	1903.142857	3.571428571	0	0.428571429	82	1	0	0	0	37.57142857	0	0	0.142857143	0	0	0	134.8571429	0.428571429	1.285714286	0	50.57142857	3.714285714	0.428571429	0	0.285714286	0	0	0.857142857	0.285714286	5.285714286	0	0	169.1428571	778	0	0.285714286	0	4.714285714	2.714285714	0	0	0	0.142857143	0.142857143	0	0.142857143	0	0	76.42857143	163.5714286	0.571428571	0	13.57142857	0	0	0	0.428571429	0	0.428571429	0	0	0	0	0	0.142857143	0	0	8.714285714	0.142857143	0	0.714285714	0	0	0	0	5.714285714	0	0	0.857142857	0.571428571	0	0	0	0	2	0.428571429	0	5.714285714	10	0	7.285714286	0	0	0	0.142857143	0	1.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	4	8	0.428571429	8.428571429	0	0	0.428571429	0	21082.71429	469.2857143	2093.142857	3477.714286	3871.714286	24	0	13.42857143	0.142857143	0.285714286	0	0.428571429	0	0	0	0	0	0	0.142857143	0	0	5.714285714	243.7142857	0	0.142857143	0	0	25.57142857	4.428571429	0	4.714285714	0	10.71428571	0	0	0	17.28571429	3.571428571	6257.428571	0.428571429	0	0.142857143	0	0	3.142857143	0	0	0	0	0.571428571	0.714285714	1.285714286	0	0	0	0	0	0	42.42857143	10.85714286	11
31	2.74	0	0	0	0	0	1	0	0	88.66666667	0	0.333333333	1.333333333	0	0	47.16666667	0	0.166666667	0	5.666666667	72	0	1.333333333	0	0	4.833333333	1131.5	391.5	6.166666667	0	1	0.5	6.5	2.166666667	54.16666667	0	0	0	0	0	0	0	0	0.833333333	1.833333333	0.833333333	50.66666667	24.83333333	4040.5	10.83333333	1.166666667	0	244.5	0.5	0	0	0	39.83333333	0	0	0	0.333333333	0	0	153.3333333	0	0	0	79	2.333333333	2	0	0	0	0	0.166666667	0	6.166666667	0	0	256.6666667	447.8333333	0	0	0	8.5	9.333333333	0	0	0	1.5	0	0	0	0.833333333	0	111	363.6666667	5.5	0	108.5	0	0	0	0	0	0	0	0	0	2.166666667	0	3.5	0	0	15.66666667	0	0	0	0	0	0	0	5.666666667	0	0	1.5	0	0	0	0	0.166666667	1.833333333	0.333333333	0	45.16666667	0.333333333	0	12.66666667	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	55.5	0	5	20	0	2.333333333	0	0	0.833333333	0	16308.16667	1483.166667	2454.333333	2792.833333	6889.666667	32.83333333	0	17.33333333	0.333333333	0	0	0.166666667	0	0	0.166666667	0.5	0	0	2	0	0	12.16666667	176.1666667	0	0.166666667	0	0	28.16666667	4.5	0.5	9.666666667	0	454.6666667	0	0	0	18.33333333	3.666666667	3996.5	0.333333333	0.833333333	0.666666667	0	0	6.666666667	0	0	0	0	1.5	0.833333333	0.833333333	0	0	0	0	0	0	192.8333333	7.833333333	8
32	2.5	0	0	0	0	0	2.166666667	0	0	63.33333333	0.166666667	0.5	0	0	0	42	0	0.666666667	0	2.333333333	71.16666667	0	0	0	0	2.833333333	891.5	241.8333333	0.333333333	0	1.166666667	0.833333333	2.833333333	1.333333333	24.16666667	0	0	0	0	0	0	0.666666667	0	0.833333333	0.5	0	19.5	36.16666667	4741.666667	467.5	1.166666667	0.666666667	197.8333333	2.833333333	0	0	0	31.83333333	0	0	0.166666667	1.166666667	0	0	117.8333333	0	0.666666667	0	53.33333333	2.333333333	1	0	1	0	0	0.166666667	0	2.166666667	0	0	229.3333333	435.1666667	0	31.5	0	6.833333333	6.833333333	0	0	0.5	0.666666667	0	0	0.333333333	0	0	63.33333333	206.1666667	0.166666667	0	120.5	0	0.5	0	34.16666667	0	0	0.833333333	0	0	0	0	0.5	0.333333333	0.166666667	24	0	0	2.166666667	0	0	0	0	1.166666667	0	0	0	0	0	0	0	0	1	0.166666667	0.166666667	10.16666667	7.166666667	0	8.166666667	0	0	0	0	0	2.166666667	0	0	0	0	0.5	0	0	0	0	0	0	0	0	43.16666667	0	9	26.66666667	0	1.333333333	0	0	1.166666667	0	14694.83333	670.5	1942.166667	3255	8506	43	0	37.16666667	0.333333333	0	0	0.5	0	0	0	0.333333333	0.5	0	0.166666667	0	0.333333333	3.5	171.3333333	0.333333333	0.5	0	0	22.66666667	1.166666667	0	7.833333333	0	144.8333333	0	0	0	49.83333333	7.666666667	4885	0	0	0.333333333	0	0	6.333333333	0	0	0	0	0.5	0.333333333	0	0	0	0	0	0	0.166666667	81.33333333	16	14.33333333
